idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,3,0,2,6.0,0,1,20,1,106.0
2,6,0,1,12.46,0,1,20,3,312.46
3,6,0,0,23.29,0,0,20,2,223.29
4,3,0,1,19.54,0,1,20,0,19.54
5,3,0,4,17.06,0,1,20,1,117.06
6,3,0,3,16.76,0,1,20,1,116.76
7,3,0,0,16.31,0,0,20,0,16.31
8,1,0,0,11.85,1,0,20,1,111.85
9,1,0,1,23.86,2,0,20,3,323.86
10,2,0,0,6.93,3,0,20,2,206.93
11,2,0,1,11.81,4,0,20,3,311.81
12,4,0,0,8.07,5,0,20,3,308.07
13,5,0,0,6.15,6,0,20,0,6.15
14,5,0,1,23.32,7,0,20,1,123.32
15,5,0,2,21.4,8,0,20,2,221.4
16,5,0,3,8.79,9,0,20,0,8.79
17,4,0,1,23.65,10,0,20,0,23.65
18,4,0,2,15.07,11,0,20,0,15.07
19,6,0,2,17.0,12,0,20,3,317.0
20,5,0,4,6.32,13,0,20,0,6.32
