idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,4,0,0,21.14,0,0,20,0,21.14
2,2,0,3,10.8,0,1,20,3,310.8
3,2,0,0,11.15,0,1,20,0,11.15
4,4,0,1,18.17,0,0,20,0,18.17
5,2,0,2,18.52,0,1,20,0,18.52
6,2,0,4,20.37,0,1,20,3,320.37
7,2,0,1,17.68,0,1,20,0,17.68
8,1,0,0,21.31,1,0,20,2,221.31
9,3,0,0,20.37,2,0,20,0,20.37
10,3,0,1,7.79,3,0,20,1,107.79
11,3,0,2,18.48,4,0,20,2,218.48
12,1,0,1,10.18,5,0,20,3,310.18
13,4,0,2,10.56,6,0,20,1,110.56
14,5,0,0,20.6,7,0,20,0,20.6
15,4,0,3,12.42,8,0,20,1,112.42
16,5,0,1,9.62,9,0,20,1,109.62
17,6,0,0,22.82,10,0,20,0,22.82
18,1,0,2,21.77,11,0,20,3,321.77
19,5,0,2,12.14,12,0,20,1,112.14
20,6,0,1,14.62,13,0,20,0,14.62
