idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,1,0,0,15.52,0,0,20,0,15.52
2,5,0,0,20.29,0,0,20,1,120.28999999999999
3,1,0,1,12.81,0,0,20,2,212.81
4,5,0,1,13.56,0,0,20,1,113.56
5,3,0,3,23.49,0,1,20,3,323.49
6,3,0,0,5.21,0,0,20,3,305.21
7,6,0,2,16.67,0,1,20,2,216.67000000000002
8,4,0,0,8.35,0,1,20,0,8.35
9,3,0,1,14.68,0,1,20,3,314.68
10,1,0,2,17.94,0,0,20,3,317.94
11,1,0,3,10.01,0,0,20,0,10.01
12,6,0,0,12.33,0,0,20,1,112.33
13,3,0,2,23.4,0,1,20,3,323.4
14,1,0,4,17.21,0,1,20,0,17.21
15,6,0,1,20.83,0,1,20,1,120.83
16,6,0,3,23.96,1,0,20,3,323.96
17,5,0,2,6.31,2,0,20,2,206.31
18,5,0,3,21.57,3,0,20,2,221.57
19,4,0,1,6.75,4,0,20,2,206.75
20,2,0,0,7.8,5,0,20,1,107.8
21,2,0,1,6.04,6,0,20,2,206.04
22,5,0,4,10.76,7,0,20,3,310.76
23,4,0,2,14.38,8,0,20,2,214.38
24,2,0,2,6.74,9,0,20,1,106.74
25,2,0,3,11.72,10,0,20,0,11.72
