idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,3,0,0,8.32,1,0,0,20
2,5,0,0,17.65,2,0,0,20
3,3,0,1,13.6,3,0,0,20
4,1,0,0,8.91,4,0,0,20
5,3,0,2,15.61,5,0,0,20
6,4,0,0,11.03,6,0,0,20
7,4,0,1,14.12,7,0,0,20
8,1,0,1,7.29,8,0,0,20
9,3,0,3,19.13,9,0,0,20
10,2,0,0,6.37,10,0,0,20
11,4,0,2,17.72,11,0,0,20
12,1,0,2,6.28,12,0,0,20
13,4,0,3,20.24,13,0,0,20
14,5,0,1,18.01,14,0,0,20
15,5,0,2,20.07,15,0,0,20
16,2,0,1,11.16,16,0,0,20
17,2,0,2,14.94,17,0,0,20
18,6,0,0,17.1,18,0,0,20
19,6,0,1,23.47,19,0,0,20
20,3,0,4,18.5,20,0,0,20
21,1,0,3,11.39,21,0,0,20
22,1,0,4,5.89,22,0,0,20
23,4,0,4,23.74,23,0,0,20
24,2,0,3,9.67,24,0,0,20
25,2,0,4,18.41,25,0,0,20
