idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,3,0,0,13.22,0,0,20,0,13.22
2,1,0,2,14.5,0,1,20,2,214.5
3,1,0,3,20.69,0,1,20,3,320.69
4,3,0,2,11.54,0,1,20,1,111.53999999999999
5,1,0,0,6.1,0,0,20,2,206.1
6,3,0,1,6.79,0,0,20,1,106.79
7,3,0,3,18.18,0,1,20,1,118.18
8,1,0,1,5.89,0,0,20,2,205.89
9,6,0,0,16.23,0,0,20,1,116.23
10,3,0,4,23.76,0,1,20,1,123.76
11,6,0,1,17.43,1,0,20,2,217.43
12,2,0,0,7.47,2,0,20,1,107.47
13,4,0,0,6.81,3,0,20,1,106.81
14,2,0,1,10.88,4,0,20,2,210.88
15,4,0,1,16.53,5,0,20,1,116.53
16,2,0,2,16.34,6,0,20,2,216.34
17,2,0,3,19.99,7,0,20,3,319.99
18,4,0,2,22.32,8,0,20,1,122.32
19,4,0,3,8.54,9,0,20,2,208.54
20,4,0,4,16.45,10,0,20,2,216.45
21,5,0,0,13.52,11,0,20,1,113.52
22,6,0,2,17.71,12,0,20,2,217.71
23,5,0,1,17.55,13,0,20,3,317.55
