idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,3,0,3,5.64,0,1,20,3,305.64
2,2,0,0,12.17,0,0,20,0,12.17
3,4,0,4,19.06,0,1,20,3,319.06
4,3,0,2,21.07,0,1,20,1,121.07
5,3,0,0,18.76,0,1,20,0,18.76
6,4,0,0,5.55,0,0,20,3,305.55
7,4,0,2,22.9,0,1,20,2,222.9
8,4,0,1,19.97,0,0,20,2,219.97
9,4,0,3,11.72,0,1,20,3,311.72
10,3,0,1,19.75,0,1,20,1,119.75
11,3,0,4,20.97,1,0,20,3,320.97
12,2,0,1,11.82,2,0,20,3,311.82
13,1,0,0,18.93,3,0,20,2,218.93
14,2,0,2,14.12,4,0,20,3,314.12
15,2,0,3,16.35,5,0,20,3,316.35
16,1,0,1,22.79,6,0,20,2,222.79
17,5,0,0,6.39,7,0,20,1,106.39
18,1,0,2,23.87,8,0,20,2,223.87
19,6,0,0,17.4,9,0,20,0,17.4
20,5,0,1,9.68,10,0,20,2,209.68
21,6,0,1,7.48,11,0,20,2,207.48
22,6,0,2,14.05,12,0,20,1,114.05
23,6,0,3,15.28,13,0,20,1,115.28
