idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,6,0,0,10.53,0,0,20,1,110.53
2,4,0,0,12.3,0,0,20,3,312.3
3,6,0,3,8.61,0,1,20,1,108.61
4,2,0,0,8.1,0,0,20,3,308.1
5,6,0,1,19.11,0,0,20,3,319.11
6,6,0,4,8.18,0,1,20,3,308.18
7,2,0,1,9.62,0,0,20,2,209.62
8,4,0,1,19.61,0,0,20,0,19.61
9,6,0,2,5.31,0,0,20,0,5.31
10,1,0,0,15.05,0,0,20,0,15.05
11,2,0,3,21.05,0,1,20,3,321.05
12,2,0,2,8.68,0,0,20,3,308.68
13,4,0,3,17.2,0,1,20,1,117.2
14,4,0,4,22.17,0,1,20,2,222.17000000000002
15,4,0,2,7.05,0,0,20,1,107.05
16,1,0,1,12.57,1,0,20,3,312.57
17,3,0,0,11.42,2,0,20,2,211.42
18,5,0,0,8.52,3,0,20,0,8.52
19,5,0,1,15.77,4,0,20,1,115.77
20,3,0,1,18.44,5,0,20,2,218.44
21,1,0,2,17.03,6,0,20,3,317.03
22,5,0,2,7.18,7,0,20,1,107.18
23,5,0,3,10.87,8,0,20,1,110.87
