idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,6,0,1,12.93,0,2,20,1,112.93
2,1,0,0,10.21,0,0,20,3,310.21
3,1,0,1,7.93,0,0,20,2,207.93
4,3,0,0,14.93,0,1,20,0,14.93
5,1,0,2,8.96,0,0,20,0,8.96
6,1,0,3,5.83,0,0,20,1,105.83
7,5,0,0,5.55,0,0,20,1,105.55
8,6,0,0,10.56,0,0,20,1,110.56
9,4,0,0,15.08,0,0,20,1,115.08
10,5,0,1,13.88,0,0,20,2,213.88
11,4,0,1,20.2,0,1,20,1,120.2
12,5,0,2,18.09,0,0,20,2,218.09
13,1,0,4,6.64,0,1,20,1,106.64
14,4,0,3,10.36,0,1,20,3,310.36
15,4,0,2,7.59,0,1,20,3,307.59
16,3,0,1,12.79,1,0,20,1,112.78999999999999
17,5,0,3,10.03,2,0,20,3,310.03
18,6,0,2,8.58,3,0,20,3,308.58
19,4,0,4,22.33,4,0,20,3,322.33
20,3,0,2,14.8,5,0,20,1,114.8
21,3,0,3,7.72,6,0,20,2,207.72
22,5,0,4,14.69,7,0,20,3,314.69
23,2,0,0,16.07,8,0,20,1,116.07
