idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,1,0,2,6.65,0,1,20,2,206.65
2,1,0,3,23.08,0,1,20,2,223.07999999999998
3,1,0,4,15.84,0,1,20,3,315.84
4,1,0,1,22.24,0,1,20,0,22.24
5,1,0,0,8.06,0,1,20,0,8.06
6,2,0,0,6.88,1,0,20,2,206.88
7,2,0,1,23.7,2,0,20,2,223.7
8,3,0,0,19.29,3,0,20,0,19.29
9,3,0,1,12.43,4,0,20,1,112.43
10,3,0,2,9.48,5,0,20,2,209.48
11,4,0,0,6.06,6,0,20,2,206.06
12,3,0,3,23.03,7,0,20,2,223.03
13,4,0,1,13.52,8,0,20,2,213.52
14,5,0,0,14.77,9,0,20,0,14.77
15,2,0,2,20.12,10,0,20,3,320.12
16,3,0,4,19.34,11,0,20,3,319.34
17,5,0,1,10.88,12,0,20,2,210.88
18,6,0,0,11.21,13,0,20,0,11.21
19,4,0,2,10.4,14,0,20,3,310.4
20,5,0,2,15.35,15,0,20,2,215.35
21,6,0,1,17.84,16,0,20,1,117.84
22,4,0,3,16.12,17,0,20,3,316.12
23,5,0,3,5.92,18,0,20,3,305.92
24,4,0,4,19.5,19,0,20,3,319.5
25,2,0,3,21.57,20,0,20,3,321.57
26,6,0,2,6.16,21,0,20,0,6.16
27,6,0,3,19.27,22,0,20,1,119.27
