idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,6,0,2,15.38,0,0,1,20
2,6,0,1,8.73,0,0,1,20
3,6,0,0,6.12,0,0,0,20
4,1,0,0,18.9,1,0,0,20
5,2,0,0,16.65,2,0,0,20
6,1,0,1,23.86,3,0,0,20
7,5,0,0,20.78,4,0,0,20
8,1,0,2,6.4,5,0,0,20
9,3,0,0,15.1,6,0,0,20
10,5,0,1,22.25,7,0,0,20
11,3,0,1,14.85,8,0,0,20
12,3,0,2,18.15,9,0,0,20
13,2,0,1,17.51,10,0,0,20
14,1,0,3,13.19,11,0,0,20
15,4,0,0,6.8,12,0,0,20
16,2,0,2,15.04,13,0,0,20
17,4,0,1,8.05,14,0,0,20
18,4,0,2,11.43,15,0,0,20
19,2,0,3,15.08,16,0,0,20
20,4,0,3,7.33,17,0,0,20
