idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,1,0,0,14.28,0,0,20,1,114.28
2,2,0,0,16.25,0,0,20,1,116.25
3,2,0,2,17.72,0,1,20,2,217.72
4,2,0,3,23.39,0,1,20,3,323.39
5,1,0,1,10.86,0,0,20,1,110.86
6,5,0,0,5.97,0,1,20,0,5.97
7,2,0,1,13.28,0,0,20,2,213.28
8,1,0,2,17.84,1,0,20,2,217.84
9,1,0,3,10.33,2,0,20,3,310.33
10,5,0,1,8.6,3,0,20,0,8.6
11,3,0,0,13.86,4,0,20,2,213.86
12,1,0,4,20.54,5,0,20,3,320.54
13,3,0,1,7.96,6,0,20,3,307.96
14,4,0,0,23.94,7,0,20,1,123.94
15,5,0,2,18.53,8,0,20,0,18.53
16,6,0,0,12.07,9,0,20,1,112.07
17,3,0,2,10.12,10,0,20,3,310.12
18,4,0,1,18.99,11,0,20,2,218.99
19,6,0,1,11.47,12,0,20,2,211.47
20,6,0,2,12.38,13,0,20,2,212.38
21,5,0,3,10.08,14,0,20,0,10.08
22,5,0,4,9.35,15,0,20,1,109.35
23,3,0,3,10.92,16,0,20,3,310.92
24,4,0,2,23.28,17,0,20,2,223.28
25,6,0,3,17.0,18,0,20,1,117.0
