idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,1,0,2,5.0,0,1,20,3,305.0
2,5,0,0,19.46,0,0,20,0,19.46
3,5,0,1,11.18,0,1,20,1,111.18
4,1,0,1,23.87,0,1,20,2,223.87
5,1,0,4,5.31,0,1,20,3,305.31
6,1,0,3,5.07,0,1,20,3,305.07
7,1,0,0,9.73,0,1,20,1,109.73
8,2,0,0,7.51,1,0,20,0,7.51
9,2,0,1,10.05,2,0,20,2,210.05
10,3,0,0,21.13,3,0,20,1,121.13
11,4,0,0,18.11,4,0,20,1,118.11
12,5,0,2,11.28,5,0,20,1,111.28
13,2,0,2,10.35,6,0,20,3,310.35
14,3,0,1,15.07,7,0,20,2,215.07
15,4,0,1,7.49,8,0,20,2,207.49
16,2,0,3,18.56,9,0,20,3,318.56
17,6,0,0,15.27,10,0,20,0,15.27
18,5,0,3,12.58,11,0,20,1,112.58
19,3,0,2,20.3,12,0,20,2,220.3
20,6,0,1,8.08,13,0,20,1,108.08
21,6,0,2,14.0,14,0,20,0,14.0
22,2,0,4,23.63,15,0,20,3,323.63
23,3,0,3,11.43,16,0,20,3,311.43
24,6,0,3,10.16,17,0,20,0,10.16
25,6,0,4,5.42,18,0,20,1,105.42
