idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,2,0,1,11.13,0,1,20,2,211.13
2,1,0,0,16.81,0,0,20,3,316.81
3,5,0,0,9.27,0,0,20,1,109.27
4,1,0,2,22.27,0,1,20,3,322.27
5,5,0,1,15.56,0,0,20,2,215.56
6,2,0,0,20.75,0,1,20,0,20.75
7,1,0,1,19.56,0,1,20,3,319.56
8,5,0,4,22.93,0,1,20,1,122.93
9,5,0,2,11.47,0,0,20,1,111.47
10,5,0,3,20.86,0,1,20,1,120.86
11,3,0,0,17.1,1,0,20,0,17.1
12,3,0,1,5.21,2,0,20,1,105.21
13,3,0,2,11.94,3,0,20,1,111.94
14,2,0,2,20.8,4,0,20,2,220.8
15,2,0,3,23.22,5,0,20,2,223.22
16,3,0,3,23.66,6,0,20,1,123.66
17,3,0,4,5.03,7,0,20,2,205.03
18,2,0,4,10.12,8,0,20,3,310.12
19,4,0,0,21.43,9,0,20,3,321.43
20,6,0,0,9.32,10,0,20,3,309.32
