idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,3,0,0,17.34,0,0,20,3,317.34
2,4,0,3,18.69,0,1,20,2,218.69
3,6,0,0,5.05,0,0,20,2,205.05
4,4,0,1,5.08,0,1,20,2,205.08
5,4,0,0,23.77,0,1,20,0,23.77
6,3,0,1,6.39,0,0,20,1,106.39
7,4,0,4,5.91,0,1,20,3,305.91
8,3,0,2,17.5,0,0,20,3,317.5
9,4,0,2,9.84,0,1,20,2,209.84
10,3,0,3,23.9,0,1,20,3,323.9
11,1,0,0,19.61,1,0,20,0,19.61
12,6,0,1,20.2,2,0,20,2,220.2
13,1,0,1,21.21,3,0,20,1,121.21000000000001
14,2,0,0,6.72,4,0,20,3,306.72
15,1,0,2,21.73,5,0,20,2,221.73
