idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,1,0,0,20.36,1,0,0,20
2,2,0,0,19.04,2,0,0,20
3,3,0,0,13.35,3,0,0,20
4,1,0,1,23.58,4,0,0,20
5,4,0,0,10.44,5,0,0,20
6,5,0,0,5.47,6,0,0,20
7,5,0,1,7.08,7,0,0,20
8,3,0,1,14.26,8,0,0,20
9,3,0,2,14.44,9,0,0,20
10,2,0,1,23.24,10,0,0,20
11,6,0,0,6.42,11,0,0,20
12,5,0,2,9.11,12,0,0,20
13,6,0,1,8.58,13,0,0,20
14,3,0,3,15.8,14,0,0,20
15,4,0,1,22.21,15,0,0,20
16,5,0,3,20.5,16,0,0,20
17,6,0,2,8.53,17,0,0,20
18,5,0,4,20.91,18,0,0,20
19,6,0,3,8.15,19,0,0,20
20,6,0,4,12.05,20,0,0,20
21,4,0,2,21.75,21,0,0,20
22,3,0,4,14.23,22,0,0,20
23,4,0,3,10.27,23,0,0,20
24,4,0,4,21.02,24,0,0,20
25,2,0,2,19.25,25,0,0,20
