idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,5,0,1,6.59,0,0,1,20
2,5,0,4,19.67,0,0,1,20
3,5,0,2,6.84,0,0,1,20
4,5,0,3,18.97,0,0,1,20
5,5,0,0,6.2,0,0,0,20
6,1,0,0,6.18,1,0,0,20
7,1,0,1,9.46,2,0,0,20
8,2,0,0,16.88,3,0,0,20
9,2,0,1,23.27,4,0,0,20
10,1,0,2,9.99,5,0,0,20
11,1,0,3,15.29,6,0,0,20
12,3,0,0,8.84,7,0,0,20
13,3,0,1,23.15,8,0,0,20
14,4,0,0,21.59,9,0,0,20
15,6,0,0,16.0,10,0,0,20
16,6,0,1,18.58,11,0,0,20
17,6,0,2,14.92,12,0,0,20
18,6,0,3,20.33,13,0,0,20
19,6,0,4,9.28,14,0,0,20
20,4,0,1,11.86,15,0,0,20
21,4,0,2,15.97,16,0,0,20
22,4,0,3,20.45,17,0,0,20
23,4,0,4,12.27,18,0,0,20
24,3,0,2,11.48,19,0,0,20
25,3,0,3,8.55,20,0,0,20
