idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,3,0,0,5.94,0,0,0,20
2,3,0,1,7.3,0,0,0,20
3,3,0,4,18.33,0,0,1,20
4,3,0,2,13.46,0,0,0,20
5,3,0,3,16.99,0,0,0,20
6,1,0,0,5.62,1,0,0,20
7,1,0,1,23.5,2,0,0,20
8,2,0,0,16.65,3,0,0,20
9,6,0,0,19.14,4,0,0,20
10,1,0,2,6.83,5,0,0,20
11,4,0,0,13.22,6,0,0,20
12,6,0,1,20.55,7,0,0,20
13,5,0,0,11.08,8,0,0,20
14,5,0,1,6.16,9,0,0,20
15,5,0,2,10.49,10,0,0,20
16,2,0,1,18.96,11,0,0,20
17,2,0,2,19.0,12,0,0,20
18,1,0,3,10.18,13,0,0,20
19,2,0,3,20.11,14,0,0,20
20,1,0,4,8.4,15,0,0,20
21,5,0,3,10.22,16,0,0,20
22,4,0,1,5.48,17,0,0,20
23,2,0,4,18.18,18,0,0,20
