idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,6,0,0,9.67,0,0,0,20
2,6,0,2,8.24,0,0,1,20
3,6,0,1,5.13,0,0,0,20
4,2,0,1,11.41,0,0,1,20
5,2,0,2,12.68,0,0,1,20
6,1,0,2,14.12,0,0,1,20
7,1,0,1,11.92,0,0,1,20
8,2,0,0,5.92,0,0,0,20
9,3,0,0,17.85,0,0,0,20
10,1,0,3,16.86,0,0,1,20
11,3,0,4,22.07,0,0,1,20
12,3,0,1,17.24,0,0,0,20
13,3,0,2,17.33,0,0,0,20
14,1,0,0,9.82,0,0,0,20
15,3,0,3,21.06,0,0,1,20
16,2,0,3,14.43,1,0,0,20
17,1,0,4,18.26,2,0,0,20
18,2,0,4,19.82,3,0,0,20
19,6,0,3,13.52,4,0,0,20
20,6,0,4,17.29,5,0,0,20
21,5,0,0,11.56,6,0,0,20
22,4,0,0,10.13,7,0,0,20
23,5,0,1,21.05,8,0,0,20
24,4,0,1,16.18,9,0,0,20
25,4,0,2,5.24,10,0,0,20
