idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,2,0,1,22.75,0,1,20,2,222.75
2,2,0,3,12.79,0,1,20,3,312.79
3,3,0,0,15.21,0,1,20,0,15.21
4,2,0,2,7.98,0,1,20,3,307.98
5,2,0,0,5.07,0,0,20,1,105.07
6,3,0,1,18.31,1,0,20,1,118.31
7,1,0,0,10.16,2,0,20,1,110.16
8,3,0,2,14.79,3,0,20,2,214.79
9,4,0,0,8.36,4,0,20,0,8.36
10,3,0,3,9.33,5,0,20,3,309.33
11,4,0,1,19.45,6,0,20,0,19.45
12,5,0,0,5.52,7,0,20,0,5.52
13,5,0,1,10.55,8,0,20,0,10.55
14,2,0,4,19.69,9,0,20,3,319.69
15,1,0,1,7.62,10,0,20,3,307.62
16,4,0,2,7.29,11,0,20,1,107.29
17,3,0,4,23.89,12,0,20,3,323.89
18,4,0,3,17.83,13,0,20,2,217.82999999999998
19,5,0,2,15.73,14,0,20,1,115.73
20,6,0,0,6.84,15,0,20,1,106.84
21,5,0,3,22.13,16,0,20,1,122.13
22,6,0,1,14.18,17,0,20,0,14.18
23,6,0,2,19.64,18,0,20,1,119.64
24,1,0,2,21.08,19,0,20,3,321.08
25,6,0,3,8.98,20,0,20,1,108.98
