idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,6,0,4,20.11,0,1,20,3,320.11
2,6,0,3,10.83,0,1,20,2,210.83
3,6,0,2,8.18,0,1,20,1,108.18
4,6,0,1,12.4,0,1,20,0,12.4
5,6,0,0,11.78,0,0,20,0,11.78
6,1,0,0,11.32,1,0,20,1,111.32
7,1,0,1,16.19,2,0,20,2,216.19
8,2,0,0,10.68,3,0,20,3,310.68
9,3,0,0,6.52,4,0,20,2,206.52
10,4,0,0,15.22,5,0,20,1,115.22
11,2,0,1,22.87,6,0,20,3,322.87
12,4,0,1,20.68,7,0,20,1,120.68
13,1,0,2,18.88,8,0,20,3,318.88
14,3,0,1,10.3,9,0,20,2,210.3
15,3,0,2,12.71,10,0,20,3,312.71
16,5,0,0,12.63,11,0,20,0,12.63
17,4,0,2,19.17,12,0,20,2,219.17000000000002
18,5,0,1,16.25,13,0,20,2,216.25
19,5,0,2,22.84,14,0,20,0,22.84
20,5,0,3,13.21,15,0,20,1,113.21000000000001
21,3,0,3,17.44,16,0,20,3,317.44
22,5,0,4,20.59,17,0,20,0,20.59
23,4,0,3,13.53,18,0,20,2,213.53
24,4,0,4,17.87,19,0,20,2,217.87
25,1,0,3,21.28,20,0,20,3,321.28
