idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,5,0,0,16.37,0,0,20,0,16.37
2,5,0,4,15.26,0,1,20,3,315.26
3,3,0,0,8.7,0,0,20,0,8.7
4,5,0,2,10.92,0,1,20,2,210.92
5,3,0,1,6.21,0,1,20,1,106.21
6,5,0,3,5.87,0,1,20,3,305.87
7,5,0,1,17.09,0,0,20,0,17.09
8,1,0,0,13.1,1,0,20,1,113.1
9,2,0,0,21.96,2,0,20,0,21.96
10,4,0,0,15.36,3,0,20,0,15.36
11,1,0,1,11.18,4,0,20,2,211.18
12,3,0,2,7.48,5,0,20,2,207.48
13,1,0,2,13.48,6,0,20,2,213.48
14,2,0,1,8.5,7,0,20,3,308.5
15,1,0,3,14.12,8,0,20,2,214.12
16,4,0,1,21.35,9,0,20,0,21.35
17,2,0,2,17.71,10,0,20,3,317.71
18,3,0,3,13.18,11,0,20,2,213.18
19,4,0,2,19.62,12,0,20,1,119.62
20,1,0,4,16.06,13,0,20,3,316.06
21,6,0,0,21.57,14,0,20,0,21.57
22,6,0,1,9.68,15,0,20,0,9.68
23,3,0,4,11.44,16,0,20,3,311.44
24,2,0,3,19.6,17,0,20,3,319.6
25,6,0,2,22.88,18,0,20,0,22.88
26,4,0,3,17.16,19,0,20,3,317.16
27,4,0,4,19.19,20,0,20,3,319.19
