idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,3,0,0,12.05,0,0,20,0,12.05
2,2,0,2,11.97,0,1,20,3,311.97
3,3,0,2,12.47,0,1,20,1,112.47
4,3,0,1,15.37,0,1,20,0,15.37
5,2,0,0,17.16,0,0,20,2,217.16
6,2,0,3,20.73,0,1,20,3,320.73
7,2,0,1,19.61,0,0,20,2,219.61
8,1,0,0,19.08,1,0,20,0,19.08
9,3,0,3,23.22,2,0,20,1,123.22
10,3,0,4,19.95,3,0,20,2,219.95
11,1,0,1,17.79,4,0,20,1,117.78999999999999
12,1,0,2,21.72,5,0,20,2,221.72
13,1,0,3,13.89,6,0,20,3,313.89
14,4,0,0,20.67,7,0,20,1,120.67
15,4,0,1,16.86,8,0,20,2,216.86
16,5,0,0,15.79,9,0,20,0,15.79
17,1,0,4,19.63,10,0,20,3,319.63
18,6,0,0,10.06,11,0,20,0,10.06
19,5,0,1,14.93,12,0,20,2,214.93
20,4,0,2,9.76,13,0,20,3,309.76
21,6,0,1,11.48,14,0,20,0,11.48
22,6,0,2,5.03,15,0,20,2,205.03
23,6,0,3,12.88,16,0,20,0,12.88
24,5,0,2,15.49,17,0,20,0,15.49
25,5,0,3,23.09,18,0,20,1,123.09
26,6,0,4,13.25,19,0,20,1,113.25
27,4,0,3,15.97,20,0,20,3,315.97
