idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,1,0,2,23.82,0,1,20,2,223.82
2,1,0,3,9.9,0,1,20,3,309.9
3,1,0,4,15.91,0,1,20,3,315.91
4,1,0,1,20.69,0,1,20,0,20.69
5,1,0,0,19.15,0,1,20,0,19.15
6,2,0,0,8.67,1,0,20,2,208.67
7,2,0,1,15.74,2,0,20,2,215.74
8,3,0,0,13.4,3,0,20,1,113.4
9,3,0,1,18.03,4,0,20,1,118.03
10,2,0,2,11.84,5,0,20,3,311.84
11,4,0,0,15.46,6,0,20,0,15.46
12,3,0,2,20.5,7,0,20,2,220.5
13,4,0,1,14.44,8,0,20,1,114.44
14,2,0,3,22.55,9,0,20,3,322.55
15,4,0,2,18.9,10,0,20,2,218.9
16,2,0,4,23.55,11,0,20,3,323.55
17,3,0,3,5.03,12,0,20,3,305.03
18,5,0,0,22.14,13,0,20,0,22.14
19,6,0,0,9.24,14,0,20,0,9.24
20,5,0,1,16.49,15,0,20,2,216.49
