idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,4,0,0,5.89,0,0,20,2,205.89
2,4,0,3,12.39,0,1,20,3,312.39
3,4,0,1,5.83,0,0,20,1,105.83
4,4,0,2,19.2,0,1,20,2,219.2
5,4,0,4,18.25,0,1,20,3,318.25
6,1,0,0,15.49,1,0,20,1,115.49
7,1,0,1,15.84,2,0,20,2,215.84
8,2,0,0,11.95,3,0,20,0,11.95
9,2,0,1,16.81,4,0,20,1,116.81
10,3,0,0,5.1,5,0,20,1,105.1
11,1,0,2,17.58,6,0,20,2,217.57999999999998
12,3,0,1,11.26,7,0,20,1,111.26
13,2,0,2,19.12,8,0,20,1,119.12
14,2,0,3,8.47,9,0,20,2,208.47
15,5,0,0,11.09,10,0,20,1,111.09
16,1,0,3,8.38,11,0,20,3,308.38
17,3,0,2,21.3,12,0,20,1,121.3
18,6,0,0,21.93,13,0,20,0,21.93
19,6,0,1,9.04,14,0,20,0,9.04
20,2,0,4,12.59,15,0,20,2,212.59
