idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,4,0,0,23.17,0,0,20,1,123.17
2,5,0,2,11.08,0,1,20,2,211.08
3,5,0,0,14.61,0,0,20,3,314.61
4,5,0,1,8.66,0,0,20,2,208.66
5,5,0,3,23.09,0,1,20,2,223.09
6,1,0,0,10.97,1,0,20,1,110.97
7,4,0,1,9.16,2,0,20,3,309.16
8,1,0,1,13.49,3,0,20,1,113.49
9,4,0,2,15.37,4,0,20,3,315.37
10,2,0,0,7.72,5,0,20,1,107.72
11,1,0,2,16.75,6,0,20,2,216.75
12,4,0,3,16.73,7,0,20,3,316.73
13,2,0,1,14.95,8,0,20,1,114.95
14,3,0,0,16.11,9,0,20,0,16.11
15,6,0,0,12.91,10,0,20,0,12.91
16,6,0,1,6.39,11,0,20,0,6.39
17,5,0,4,6.14,12,0,20,3,306.14
18,6,0,2,15.81,13,0,20,0,15.81
19,3,0,1,17.99,14,0,20,0,17.99
20,2,0,2,12.51,15,0,20,2,212.51
