idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,6,0,0,14.17,0,0,20,0,14.17
2,6,0,2,23.78,0,1,20,1,123.78
3,6,0,1,23.35,0,1,20,0,23.35
4,1,0,0,5.07,1,0,20,1,105.07
5,1,0,1,22.63,2,0,20,3,322.63
6,2,0,0,14.42,3,0,20,2,214.42
7,2,0,1,5.2,4,0,20,3,305.2
8,3,0,0,21.0,5,0,20,1,121.0
9,2,0,2,13.3,6,0,20,3,313.3
10,4,0,0,18.9,7,0,20,1,118.9
11,5,0,0,6.05,8,0,20,1,106.05
12,5,0,1,13.83,9,0,20,0,13.83
13,5,0,2,13.33,10,0,20,0,13.33
14,5,0,3,13.39,11,0,20,1,113.39
15,5,0,4,19.33,12,0,20,0,19.33
16,4,0,1,20.1,13,0,20,1,120.1
17,6,0,3,9.87,14,0,20,2,209.87
18,6,0,4,9.97,15,0,20,2,209.97
19,2,0,3,22.24,16,0,20,3,322.24
20,3,0,1,9.36,17,0,20,2,209.36
21,4,0,2,15.87,18,0,20,0,15.87
22,4,0,3,21.1,19,0,20,0,21.1
23,3,0,2,22.82,20,0,20,2,222.82
