idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,2,0,3,13.0,0,1,20,1,113.0
2,1,0,0,5.6,0,0,20,3,305.6
3,3,0,0,13.22,0,0,20,3,313.22
4,1,0,2,11.58,0,1,20,3,311.58
5,3,0,1,13.59,0,0,20,2,213.59
6,2,0,0,19.57,0,0,20,0,19.57
7,1,0,1,10.22,0,0,20,3,310.22
8,2,0,1,21.17,0,1,20,0,21.17
9,1,0,3,14.75,0,1,20,3,314.75
10,2,0,2,7.55,0,1,20,1,107.55
11,2,0,4,10.12,1,0,20,2,210.12
12,4,0,0,14.48,2,0,20,0,14.48
13,3,0,2,22.6,3,0,20,2,222.6
14,4,0,1,19.02,4,0,20,0,19.02
15,1,0,4,21.97,5,0,20,3,321.97
16,3,0,3,16.18,6,0,20,3,316.18
17,4,0,2,14.2,7,0,20,2,214.2
18,4,0,3,8.8,8,0,20,3,308.8
19,5,0,0,9.84,9,0,20,1,109.84
20,5,0,1,10.05,10,0,20,2,210.05
21,6,0,0,17.02,11,0,20,1,117.02
22,6,0,1,6.73,12,0,20,1,106.73
23,5,0,2,17.93,13,0,20,2,217.93
24,4,0,4,9.48,14,0,20,3,309.48
25,3,0,4,22.38,15,0,20,3,322.38
