idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,6,0,3,22.01,0,1,20,3,322.01
2,6,0,1,14.93,0,1,20,3,314.93
3,1,0,0,10.94,0,1,20,0,10.94
4,6,0,2,20.39,0,1,20,3,320.39
5,3,0,3,22.96,0,1,20,1,122.96000000000001
6,3,0,0,11.76,0,1,20,0,11.76
7,6,0,0,13.31,0,0,20,3,313.31
8,3,0,1,13.46,0,1,20,0,13.46
9,3,0,2,6.33,0,1,20,1,106.33
10,3,0,4,9.83,0,1,20,2,209.83
11,1,0,1,12.39,1,0,20,3,312.39
12,2,0,0,16.86,2,0,20,1,116.86
13,4,0,0,22.87,3,0,20,0,22.87
14,2,0,1,18.11,4,0,20,1,118.11
15,2,0,2,15.48,5,0,20,2,215.48
16,4,0,1,10.77,6,0,20,1,110.77
17,5,0,0,8.85,7,0,20,1,108.85
18,4,0,2,8.55,8,0,20,2,208.55
19,5,0,1,13.37,9,0,20,1,113.37
20,5,0,2,8.5,10,0,20,0,8.5
21,5,0,3,14.69,11,0,20,0,14.69
22,1,0,2,16.64,12,0,20,3,316.64
23,5,0,4,23.52,13,0,20,1,123.52
24,4,0,3,5.24,14,0,20,0,5.24
25,6,0,4,23.54,15,0,20,3,323.54
