idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,4,0,4,20.89,0,1,20,3,320.89
2,4,0,0,20.17,0,0,20,1,120.17
3,1,0,0,14.85,0,0,20,1,114.85
4,1,0,4,16.51,0,1,20,1,116.51
5,4,0,3,5.48,0,1,20,2,205.48
6,4,0,1,19.66,0,0,20,0,19.66
7,1,0,1,7.33,0,0,20,0,7.33
8,1,0,3,22.46,0,1,20,0,22.46
9,4,0,2,22.68,0,0,20,1,122.68
10,1,0,2,11.29,0,0,20,0,11.29
11,2,0,0,22.33,1,0,20,1,122.33
12,3,0,0,10.38,2,0,20,0,10.38
13,2,0,1,12.4,3,0,20,2,212.4
14,3,0,1,21.89,4,0,20,1,121.89
15,3,0,2,10.41,5,0,20,2,210.41
16,2,0,2,6.34,6,0,20,3,306.34
17,2,0,3,19.94,7,0,20,3,319.94
18,5,0,0,20.05,8,0,20,1,120.05
19,5,0,1,22.05,9,0,20,1,122.05
20,3,0,3,6.41,10,0,20,3,306.41
21,6,0,0,20.4,11,0,20,1,120.4
22,6,0,1,13.52,12,0,20,0,13.52
23,2,0,4,20.0,13,0,20,3,320.0
24,6,0,2,15.22,14,0,20,1,115.22
25,5,0,2,18.3,15,0,20,2,218.3
