idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,1,0,1,10.93,0,0,1,20
2,1,0,2,12.35,0,0,1,20
3,1,0,0,7.69,0,0,0,20
4,1,0,4,18.68,0,0,1,20
5,1,0,3,13.21,0,0,1,20
6,2,0,0,20.86,1,0,0,20
7,3,0,0,19.04,2,0,0,20
8,4,0,0,15.21,3,0,0,20
9,5,0,0,14.4,4,0,0,20
10,6,0,0,11.53,5,0,0,20
11,4,0,1,17.45,6,0,0,20
12,6,0,1,13.65,7,0,0,20
13,2,0,1,23.64,8,0,0,20
14,3,0,1,20.95,9,0,0,20
15,6,0,2,12.73,10,0,0,20
16,5,0,1,8.47,11,0,0,20
17,4,0,2,19.38,12,0,0,20
18,3,0,2,21.48,13,0,0,20
19,6,0,3,13.9,14,0,0,20
20,5,0,2,17.71,15,0,0,20
21,6,0,4,7.25,16,0,0,20
22,5,0,3,16.19,17,0,0,20
23,5,0,4,9.84,18,0,0,20
