idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,3,0,0,9.13,0,0,20,1,109.13
2,3,0,3,16.64,0,1,20,3,316.64
3,3,0,1,18.84,0,1,20,1,118.84
4,3,0,4,18.99,0,1,20,3,318.99
5,3,0,2,6.11,0,1,20,2,206.11
6,1,0,0,17.55,1,0,20,0,17.55
7,1,0,1,5.35,2,0,20,2,205.35
8,2,0,0,13.28,3,0,20,1,113.28
9,4,0,0,7.22,4,0,20,0,7.22
10,1,0,2,7.3,5,0,20,2,207.3
11,2,0,1,19.5,6,0,20,1,119.5
12,4,0,1,6.81,7,0,20,1,106.81
13,2,0,2,22.2,8,0,20,1,122.2
14,2,0,3,23.87,9,0,20,1,123.87
15,1,0,3,12.18,10,0,20,2,212.18
16,5,0,0,23.92,11,0,20,0,23.92
17,6,0,0,8.19,12,0,20,0,8.19
18,1,0,4,13.07,13,0,20,3,313.07
19,6,0,1,20.61,14,0,20,0,20.61
20,2,0,4,7.35,15,0,20,2,207.35
21,4,0,2,9.18,16,0,20,1,109.18
22,4,0,3,11.51,17,0,20,3,311.51
23,5,0,1,10.58,18,0,20,2,210.58
