idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,3,0,3,17.52,0,1,20,3,317.52
2,3,0,0,22.38,0,0,20,0,22.38
3,3,0,2,16.52,0,1,20,3,316.52
4,3,0,1,5.95,0,1,20,3,305.95
5,3,0,4,19.14,0,1,20,3,319.14
6,1,0,0,9.67,1,0,20,2,209.67
7,1,0,1,15.99,2,0,20,3,315.99
8,2,0,0,8.62,3,0,20,2,208.62
9,4,0,0,17.05,4,0,20,1,117.05
10,4,0,1,18.74,5,0,20,1,118.74
11,5,0,0,13.34,6,0,20,0,13.34
12,4,0,2,6.63,7,0,20,2,206.63
13,1,0,2,18.06,8,0,20,3,318.06
14,5,0,1,20.21,9,0,20,0,20.21
15,2,0,1,6.65,10,0,20,3,306.65
16,6,0,0,11.23,11,0,20,0,11.23
17,5,0,2,22.88,12,0,20,0,22.88
18,5,0,3,23.51,13,0,20,0,23.51
19,4,0,3,5.6,14,0,20,3,305.6
20,5,0,4,13.96,15,0,20,1,113.96000000000001
21,6,0,1,21.13,16,0,20,1,121.13
22,6,0,2,7.89,17,0,20,0,7.89
23,2,0,2,9.52,18,0,20,3,309.52
