idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,1,0,1,9.42,2,209.42,0,1,20
2,2,0,0,22.82,2,222.82,0,0,20
3,1,0,2,19.18,2,219.18,0,1,20
4,2,0,1,23.59,2,223.59,0,0,20
5,1,0,0,20.06,1,120.06,0,0,20
6,3,0,0,12.78,2,212.78,1,0,20
7,4,0,0,13.05,0,13.05,2,0,20
8,2,0,2,7.55,3,307.55,3,0,20
9,2,0,3,23.59,3,323.59,4,0,20
10,1,0,3,20.41,2,220.41,5,0,20
11,1,0,4,20.35,3,320.35,6,0,20
12,5,0,0,8.06,0,8.06,7,0,20
13,4,0,1,15.52,1,115.52,8,0,20
14,5,0,1,21.46,0,21.46,9,0,20
15,6,0,0,5.09,0,5.09,10,0,20
16,3,0,1,18.91,3,318.91,11,0,20
17,4,0,2,12.57,2,212.57,12,0,20
18,4,0,3,18.66,3,318.66,13,0,20
19,6,0,1,13.88,0,13.88,14,0,20
20,5,0,2,21.26,2,221.26,15,0,20
21,6,0,2,13.86,2,213.86,16,0,20
22,6,0,3,11.98,0,11.98,17,0,20
23,6,0,4,11.41,1,111.41,18,0,20
