idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,1,0,1,10.73,0,1,20,3,310.73
2,2,0,1,7.31,0,1,20,3,307.31
3,2,0,0,12.04,0,1,20,1,112.03999999999999
4,1,0,0,10.24,0,0,20,2,210.24
5,1,0,2,23.57,0,1,20,3,323.57
6,3,0,0,7.02,1,0,20,0,7.02
7,3,0,1,5.57,2,0,20,1,105.57
8,2,0,2,23.43,3,0,20,3,323.43
9,4,0,0,8.81,4,0,20,0,8.81
10,3,0,2,6.34,5,0,20,2,206.34
11,3,0,3,14.11,6,0,20,2,214.11
12,5,0,0,7.5,7,0,20,0,7.5
13,3,0,4,6.01,8,0,20,3,306.01
14,4,0,1,16.0,9,0,20,3,316.0
15,5,0,1,9.31,10,0,20,0,9.31
16,6,0,0,6.49,11,0,20,0,6.49
17,5,0,2,17.7,12,0,20,1,117.7
18,5,0,3,11.48,13,0,20,2,211.48
19,6,0,1,19.08,14,0,20,1,119.08
20,6,0,2,5.07,15,0,20,0,5.07
21,6,0,3,7.56,16,0,20,1,107.56
22,6,0,4,20.31,17,0,20,1,120.31
23,5,0,4,21.5,18,0,20,1,121.5
