idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,6,0,0,18.2,0,0,0,20
2,4,0,0,13.02,0,0,0,20
3,4,0,2,15.31,0,0,1,20
4,6,0,1,19.61,0,0,0,20
5,4,0,1,13.98,0,0,0,20
6,1,0,0,21.06,1,0,0,20
7,5,0,0,22.0,2,0,0,20
8,1,0,1,12.24,3,0,0,20
9,6,0,2,20.19,4,0,0,20
10,2,0,0,10.82,5,0,0,20
11,1,0,2,15.74,6,0,0,20
12,3,0,0,19.29,7,0,0,20
13,2,0,1,17.42,8,0,0,20
14,5,0,1,22.52,9,0,0,20
15,1,0,3,19.8,10,0,0,20
16,2,0,2,18.79,11,0,0,20
17,2,0,3,22.69,12,0,0,20
18,2,0,4,21.54,13,0,0,20
19,5,0,2,23.04,14,0,0,20
20,4,0,3,11.12,15,0,0,20
