idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,2,0,0,5.5,0,0,0,20
2,2,0,4,22.65,0,0,1,20
3,2,0,2,18.68,0,0,1,20
4,2,0,3,22.13,0,0,1,20
5,2,0,1,17.39,0,0,1,20
6,1,0,0,19.79,1,0,0,20
7,3,0,0,6.82,2,0,0,20
8,3,0,1,13.96,3,0,0,20
9,3,0,2,16.91,4,0,0,20
10,1,0,1,22.77,5,0,0,20
11,4,0,0,6.83,6,0,0,20
12,4,0,1,15.16,7,0,0,20
13,1,0,2,23.39,8,0,0,20
14,5,0,0,10.14,9,0,0,20
15,3,0,3,21.86,10,0,0,20
16,6,0,0,5.88,11,0,0,20
17,4,0,2,18.09,12,0,0,20
18,6,0,1,7.79,13,0,0,20
19,5,0,1,15.82,14,0,0,20
20,5,0,2,17.1,15,0,0,20
