idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,4,0,0,15.47,0,0,0,20
2,4,0,1,17.69,0,0,1,20
3,4,0,2,22.56,0,0,1,20
4,1,0,0,19.86,1,0,0,20
5,2,0,0,5.04,2,0,0,20
6,1,0,1,23.42,3,0,0,20
7,2,0,1,8.09,4,0,0,20
8,2,0,2,17.88,5,0,0,20
9,3,0,0,17.32,6,0,0,20
10,2,0,3,21.5,7,0,0,20
11,5,0,0,10.73,8,0,0,20
12,6,0,0,7.05,9,0,0,20
13,3,0,1,21.22,10,0,0,20
14,5,0,1,15.7,11,0,0,20
15,6,0,1,13.35,12,0,0,20
16,6,0,2,8.13,13,0,0,20
17,6,0,3,13.89,14,0,0,20
18,5,0,2,17.93,15,0,0,20
19,6,0,4,7.61,16,0,0,20
20,5,0,3,13.63,17,0,0,20
