idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,1,0,2,19.89,0,1,20,3,319.89
2,1,0,1,6.93,0,1,20,2,206.93
3,1,0,0,20.38,0,1,20,0,20.38
4,2,0,0,8.32,1,0,20,3,308.32
5,3,0,0,13.23,2,0,20,2,213.23
6,4,0,0,12.91,3,0,20,2,212.91
7,5,0,0,19.84,4,0,20,1,119.84
8,5,0,1,8.47,5,0,20,2,208.47
9,6,0,0,21.29,6,0,20,1,121.28999999999999
10,3,0,1,20.36,7,0,20,2,220.36
11,6,0,1,14.43,8,0,20,1,114.43
12,4,0,1,20.06,9,0,20,2,220.06
13,3,0,2,23.26,10,0,20,2,223.26
14,6,0,2,12.61,11,0,20,0,12.61
15,6,0,3,7.19,12,0,20,0,7.19
16,4,0,2,23.0,13,0,20,2,223.0
17,2,0,1,10.53,14,0,20,3,310.53
18,5,0,2,14.03,15,0,20,2,214.03
19,5,0,3,21.49,16,0,20,2,221.49
20,6,0,4,17.97,17,0,20,2,217.97
