idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,3,0,0,15.99,0,0,20,2,215.99
2,3,0,1,14.73,0,0,20,3,314.73
3,2,0,0,13.21,0,0,20,1,113.21000000000001
4,2,0,1,7.39,0,0,20,3,307.39
5,3,0,4,8.74,0,1,20,2,208.74
6,3,0,2,18.69,0,0,20,1,118.69
7,3,0,3,12.09,0,0,20,1,112.09
8,2,0,2,10.32,1,0,20,3,310.32
9,2,0,3,12.37,2,0,20,3,312.37
10,1,0,0,15.63,3,0,20,1,115.63
11,1,0,1,16.39,4,0,20,2,216.39
12,4,0,0,11.83,5,0,20,2,211.83
13,5,0,0,10.57,6,0,20,1,110.57
14,4,0,1,14.31,7,0,20,2,214.31
15,5,0,1,19.08,8,0,20,1,119.08
16,6,0,0,17.96,9,0,20,0,17.96
17,1,0,2,18.8,10,0,20,2,218.8
18,5,0,2,10.06,11,0,20,2,210.06
19,4,0,2,18.61,12,0,20,2,218.61
20,5,0,3,15.6,13,0,20,2,215.6
21,1,0,3,6.51,14,0,20,3,306.51
22,6,0,1,19.34,15,0,20,0,19.34
23,6,0,2,14.98,16,0,20,2,214.98
