idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,1,0,0,22.8,1,0,20,0,22.8
2,1,0,1,23.62,2,0,20,3,323.62
3,2,0,0,18.78,3,0,20,1,118.78
4,3,0,0,9.82,4,0,20,1,109.82
5,2,0,1,6.04,5,0,20,3,306.04
6,4,0,0,7.56,6,0,20,1,107.56
7,3,0,1,23.89,7,0,20,2,223.89
8,4,0,1,6.14,8,0,20,2,206.14
9,4,0,2,13.38,9,0,20,2,213.38
10,5,0,0,19.52,10,0,20,1,119.52
11,2,0,2,15.45,11,0,20,3,315.45
12,3,0,2,15.15,12,0,20,3,315.15
13,6,0,0,6.03,13,0,20,0,6.03
14,4,0,3,17.32,14,0,20,2,217.32
15,4,0,4,5.45,15,0,20,3,305.45
16,6,0,1,21.98,16,0,20,0,21.98
17,6,0,2,13.25,17,0,20,0,13.25
18,5,0,1,6.42,18,0,20,2,206.42
19,6,0,3,21.57,19,0,20,0,21.57
20,2,0,3,16.12,20,0,20,3,316.12
