idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,1,0,0,8.14,1,0,0,20
2,2,0,0,6.3,2,0,0,20
3,1,0,1,22.38,3,0,0,20
4,2,0,1,18.87,4,0,0,20
5,3,0,0,6.4,5,0,0,20
6,1,0,2,23.8,6,0,0,20
7,3,0,1,15.85,7,0,0,20
8,2,0,2,19.9,8,0,0,20
9,4,0,0,15.53,9,0,0,20
10,5,0,0,12.11,10,0,0,20
11,2,0,3,22.89,11,0,0,20
12,6,0,0,9.72,12,0,0,20
13,5,0,1,15.37,13,0,0,20
14,6,0,1,12.35,14,0,0,20
15,6,0,2,14.14,15,0,0,20
16,3,0,2,21.08,16,0,0,20
17,2,0,4,23.37,17,0,0,20
18,3,0,3,22.32,18,0,0,20
19,4,0,1,17.39,19,0,0,20
20,6,0,3,12.74,20,0,0,20
