idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,1,0,0,7.59,0,7.59,1,0,20
2,1,0,1,10.47,2,210.47,2,0,20
3,2,0,0,17.64,1,117.64,3,0,20
4,2,0,1,9.57,2,209.57,4,0,20
5,3,0,0,12.76,0,12.76,5,0,20
6,3,0,1,19.27,1,119.27,6,0,20
7,1,0,2,16.49,3,316.49,7,0,20
8,2,0,2,19.3,2,219.3,8,0,20
9,4,0,0,17.62,1,117.62,9,0,20
10,5,0,0,18.91,0,18.91,10,0,20
11,5,0,1,8.69,1,108.69,11,0,20
12,1,0,3,16.55,3,316.55,12,0,20
13,2,0,3,22.81,2,222.81,13,0,20
14,3,0,2,21.25,1,121.25,14,0,20
15,5,0,2,16.62,1,116.62,15,0,20
16,6,0,0,6.45,0,6.45,16,0,20
17,1,0,4,19.23,3,319.23,17,0,20
18,3,0,3,18.67,2,218.67000000000002,18,0,20
19,4,0,1,11.77,2,211.77,19,0,20
20,6,0,1,23.34,0,23.34,20,0,20
21,5,0,3,22.76,1,122.76,21,0,20
22,6,0,2,21.05,0,21.05,22,0,20
23,2,0,4,20.31,3,320.31,23,0,20
24,6,0,3,11.5,1,111.5,24,0,20
25,6,0,4,9.34,1,109.34,25,0,20
26,5,0,4,21.57,0,21.57,26,0,20
27,4,0,2,9.7,0,9.7,27,0,20
