idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,1,0,0,10.87,2,210.87,1,0,20
2,1,0,1,16.88,2,216.88,2,0,20
3,2,0,0,18.13,1,118.13,3,0,20
4,3,0,0,10.8,0,10.8,4,0,20
5,3,0,1,14.23,0,14.23,5,0,20
6,1,0,2,7.4,3,307.4,6,0,20
7,4,0,0,13.63,0,13.63,7,0,20
8,3,0,2,14.78,0,14.78,8,0,20
9,2,0,1,14.29,2,214.29,9,0,20
10,3,0,3,14.22,2,214.22,10,0,20
11,2,0,2,23.04,2,223.04,11,0,20
12,4,0,1,18.96,1,118.96000000000001,12,0,20
13,5,0,0,13.99,0,13.99,13,0,20
14,1,0,3,10.19,3,310.19,14,0,20
15,4,0,2,21.49,1,121.49,15,0,20
16,5,0,1,21.81,0,21.81,16,0,20
17,1,0,4,11.8,3,311.8,17,0,20
18,5,0,2,7.73,1,107.73,18,0,20
19,5,0,3,18.65,1,118.65,19,0,20
20,3,0,4,20.19,2,220.19,20,0,20
21,6,0,0,22.81,0,22.81,21,0,20
22,6,0,1,6.28,1,106.28,22,0,20
23,6,0,2,8.56,0,8.56,23,0,20
24,2,0,3,7.38,3,307.38,24,0,20
25,2,0,4,23.79,3,323.79,25,0,20
26,4,0,3,14.59,3,314.59,26,0,20
27,4,0,4,22.13,3,322.13,27,0,20
