idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,3,0,4,11.87,3,311.87,0,1,20
2,3,0,3,22.67,2,222.67000000000002,0,1,20
3,3,0,0,9.15,0,9.15,0,0,20
4,3,0,2,12.42,2,212.42,0,1,20
5,3,0,1,10.18,1,110.18,0,1,20
6,1,0,0,7.28,1,107.28,1,0,20
7,1,0,1,16.9,1,116.9,2,0,20
8,2,0,0,8.47,1,108.47,3,0,20
9,4,0,0,14.94,0,14.94,4,0,20
10,1,0,2,18.95,3,318.95,5,0,20
11,2,0,1,23.41,2,223.41,6,0,20
12,4,0,1,5.05,1,105.05,7,0,20
13,4,0,2,21.1,2,221.1,8,0,20
14,2,0,2,15.15,3,315.15,9,0,20
15,1,0,3,19.96,3,319.96,10,0,20
