idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,1,0,2,14.81,2,214.81,0,1,20
2,4,0,0,17.39,1,117.39,0,0,20
3,1,0,0,11.84,1,111.84,0,0,20
4,1,0,3,8.87,3,308.87,0,1,20
5,1,0,1,13.08,1,113.08,0,1,20
6,4,0,1,22.26,3,322.26,1,0,20
7,2,0,0,12.22,3,312.22,2,0,20
8,3,0,0,7.18,3,307.18,3,0,20
9,2,0,1,18.02,3,318.02,4,0,20
10,5,0,0,23.31,0,23.31,5,0,20
11,3,0,1,10.71,3,310.71,6,0,20
12,6,0,0,10.81,0,10.81,7,0,20
13,5,0,1,9.1,2,209.1,8,0,20
14,4,0,2,23.38,3,323.38,9,0,20
15,5,0,2,22.64,2,222.64,10,0,20
